,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km),MakeAvg,Engine/Cylinders
952,14,SUV - SMALL,2.4,4.0,A9,E,5.659309564233163,9.15,6.83,209.0,0.014703742880091549,0.6
960,17,COMPACT,2.0,4.0,M5,X,11.47,20.408163265306122,14.245014245014247,189.0,1.0,0.5
961,13,COMPACT,5.0,8.0,AS8,Z,35.97122302158274,10.82,17.58,289.0,0.4616911152907516,0.625
971,16,PICKUP TRUCK - SMALL,2.5,4.0,M6,X,2.77,55.55555555555556,4.837929366231252,263.0,0.31251434751127427,0.625
981,7,MID-SIZE,1.8,4.0,M6,X,48.14845109544734,9.174311926605505,8.896797153024911,186.0,0.3722649650185522,0.45
985,17,FULL-SIZE,1.4,4.0,AV,X,19.68503937007874,42.016806722689076,25.839793281653748,177.0,1.0,0.35
988,12,STATION WAGON - SMALL,2.0,4.0,AV7,X,6.426735218508997,11.44,8.01,490.643731321645,0.22159697078984808,0.5
993,17,SUBCOMPACT,2.3,4.0,AS6,X,5.640157924421883,8.8261253309797,6.73,216.0,1.0,0.575
995,5,COMPACT,1.8,4.0,M5,X,26.7379679144385,53.581910891758206,14.91,199.0,0.18105332461859827,0.45
999,13,COMPACT,3.5,6.0,AS8,Z,3.3046926635822866,15.24390243902439,5.1020408163265305,240.0,0.4616911152907516,0.5833333333333334
1000,16,SUV - SMALL,1.4,4.0,AS6,X,6.15,29.41176470588235,9.54,201.0,0.31251434751127427,0.35
1003,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,4.122011541632316,29.942995316463563,3.95,390.0,1.0,0.5833333333333334
1011,16,MID-SIZE,2.0,4.0,A9,Z,17.65,4.975124378109452,8.223684210526315,211.0,0.31251434751127427,0.5
1014,17,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,4.09,5.681818181818182,4.68,266.0,1.0,0.5
1015,17,SUBCOMPACT,1.6,4.0,M5,X,15.71234261444007,10.869565217391305,4.257130693912304,188.0,1.0,0.4
1016,15,SUV - SMALL,2.0,4.0,AS8,Z,4.76,21.27659574468085,7.2992700729927,222.0,0.2328061192239942,0.5
1017,16,PICKUP TRUCK - SMALL,4.4,8.0,A8,X,7.85,23.752969121140143,11.235955056179774,297.0,0.31251434751127427,0.55
1020,10,PICKUP TRUCK - STANDARD,1.6,4.0,AS6,X,12.422360248447204,2.089864158829676,3.85,356.0,0.13075557709860083,0.4
1024,8,COMPACT,2.0,4.0,M6,Z,10.638297872340425,6.188118811881188,8.03,234.0,0.16651708420640168,0.5
1027,12,TWO-SEATER,3.0,6.0,AS7,Z,2.6178010471204187,3.924646781789639,3.079765937788728,278.0,0.22159697078984808,0.5
1030,14,SUV - SMALL,2.4,4.0,A9,E,9.68054211035818,9.51,9.6,233.0,0.014703742880091549,0.6
1032,17,SUV - STANDARD,2.0,4.0,AS6,X,7.75,12.091898428053206,9.24,315.0,1.0,0.5
1033,16,SUV - SMALL,3.6,6.0,A6,X,3.35345405767941,23.25581395348837,5.46448087431694,324.0,0.31251434751127427,0.6
1034,10,MID-SIZE,2.5,4.0,AV,X,10.84,10.2,10.526315789473685,159.0,0.13075557709860083,0.625
1037,17,PICKUP TRUCK - STANDARD,1.8,4.0,AS6,X,5.396654074473826,8.116883116883116,6.353240152477763,437.0,1.0,0.45
1039,16,SUV - STANDARD,3.6,6.0,AS9,X,6.97350069735007,23.25581395348837,10.2,249.0,0.31251434751127427,0.6
1043,5,SUV - SMALL,2.0,4.0,AS8,X,1.4641288433382138,8.71,2.34,276.0,0.18105332461859827,0.5
1044,19,MID-SIZE,6.2,8.0,A8,Z,24.721065999665438,4.25,4.36871996505024,404.0,0.11778104235512704,0.775
1046,16,SUV - STANDARD,5.3,8.0,A6,E,20.040293274705,37.70491798046023,4.591368227731864,315.0,0.31251434751127427,0.6625
1049,16,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,3.9682539682539684,4.34,4.125412541254126,335.0,0.31251434751127427,0.6625
1050,16,COMPACT,3.6,6.0,AS6,X,6.510416666666667,8.496176720475786,7.2727272727272725,239.0,0.31251434751127427,0.6
1051,5,STATION WAGON - SMALL,2.5,5.0,A6,X,9.83284169124877,26.84,13.75515818431912,218.0,0.18105332461859827,0.5
1052,18,FULL-SIZE,3.6,6.0,AS6,X,2.72,4.734848484848484,18.629005015922957,284.0,0.40917622032231027,0.6
1053,16,STATION WAGON - SMALL,1.4,4.0,AS6,X,4.32,37.210967089886516,5.14668039114771,198.0,0.31251434751127427,0.35
1054,11,STATION WAGON - SMALL,3.5,6.0,AS8,Z,3.43,6.63129973474801,4.384042086804033,220.0,0.03366713263218451,0.5833333333333334
1058,12,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,5.53,20.981152113893028,4.5850527281063735,303.0,0.22159697078984808,0.625
1062,15,COMPACT,3.0,6.0,M6,Z,8.561643835616438,5.970149253731344,7.16,232.0,0.2328061192239942,0.5
1063,18,COMPACT,2.7,4.0,AS10,Z,3.19693094629156,19.762845849802375,5.133470225872689,230.0,0.40917622032231027,0.675
1064,14,SUV - SMALL,2.4,4.0,A9,X,23.25581395348837,17.123287671232877,19.960079840319363,228.0,0.014703742880091549,0.6
1066,17,SUBCOMPACT,3.7,6.0,M6,X,4.849660523763336,20.675372991156916,4.28,273.0,1.0,0.6166666666666667
1070,18,MID-SIZE,3.5,6.0,AS8,Z,10.905125408942203,6.8259385665529,8.59,217.0,0.40917622032231027,0.5833333333333334
1071,10,SUV - STANDARD,3.5,6.0,AV6,X,5.69,6.79,6.138735420503377,183.0,0.13075557709860083,0.5833333333333334
1078,4,SUV - SMALL,2.0,4.0,AV6,X,12.437810945273633,7.27,9.416195856873824,211.0,0.10750999072159767,0.5
1082,4,COMPACT,1.2,3.0,M5,X,30.67484662576687,23.80952380952381,27.247956403269754,178.0,0.10750999072159767,0.39999999999999997
1083,17,MID-SIZE,2.0,4.0,M6,X,4.105090311986864,8.73,5.390835579514825,226.0,1.0,0.5
1086,1,MID-SIZE,2.0,4.0,AV,X,6.939625260235947,11.57,8.46740050804403,160.0,0.3734598273946921,0.5
1087,5,COMPACT,2.0,4.0,AM7,Z,50.055648774314555,47.84688995215311,10.3,204.0,0.18105332461859827,0.5
1091,17,FULL-SIZE,3.5,6.0,AS6,E,5.1020408163265305,22.075055187637968,7.8125,280.0,1.0,0.5833333333333334
1095,18,MID-SIZE,2.0,4.0,AS8,Z,5.62,64.23619938645108,6.5,225.0,0.40917622032231027,0.5
1097,16,MID-SIZE,1.4,4.0,M6,X,3.91,8.203445447087777,5.12,199.0,0.31251434751127427,0.35
1102,16,SUV - STANDARD,5.3,8.0,A6,X,4.185851820845542,65.86011874316198,5.91,377.0,0.31251434751127427,0.6625
1103,17,SUBCOMPACT,1.0,3.0,M5,X,8.66,32.99379106568815,5.8,146.0,1.0,0.3333333333333333
1108,10,COMPACT,1.4,4.0,A4,X,6.854009595613434,7.23,7.042253521126761,153.0,0.13075557709860083,0.35
1110,15,COMPACT,2.0,4.0,M6,Z,17.391304347826086,66.65984875647179,14.492753623188404,203.0,0.2328061192239942,0.5
1112,17,SUV - STANDARD,3.5,6.0,AS6,X,4.29553264604811,39.3,7.17,290.0,1.0,0.5833333333333334
1120,14,SUV - SMALL,2.7,4.0,M5,X,24.390243902439025,3.731343283582089,6.98,209.0,0.014703742880091549,0.675
1125,12,TWO-SEATER,3.7,6.0,M6,Z,5.69,16.0,8.012820512820513,272.0,0.22159697078984808,0.6166666666666667
1126,1,FULL-SIZE,1.2,3.0,AV7,Z,17.12,5.324813631522896,8.576329331046312,181.0,0.3734598273946921,0.39999999999999997
1135,15,SUV - SMALL,2.0,4.0,AS8,Z,10.204081632653061,17.24137931034483,12.5,213.0,0.2328061192239942,0.5
1140,13,SUBCOMPACT,3.5,6.0,AS6,Z,6.317119393556538,40.05581826296729,5.659309564233163,234.0,0.4616911152907516,0.5833333333333334
1145,5,COMPACT,1.8,4.0,AS6,X,16.611295681063122,4.488330341113106,7.5,202.0,0.18105332461859827,0.45
1146,16,VAN - CARGO,5.3,8.0,A4,X,3.9,5.4,4.4543429844097995,493.0,0.31251434751127427,0.6625
1147,11,SUV - SMALL,2.0,4.0,AS8,Z,6.127450980392156,15.81,8.460236886632826,237.0,0.03366713263218451,0.5
1150,5,COMPACT,1.8,4.0,AS6,X,33.78378378378378,8.14995925020375,13.986013986013985,185.0,0.18105332461859827,0.45
1151,12,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,25.66192483885347,4.861448711716092,4.737091425864519,324.0,0.22159697078984808,0.6666666666666666
1152,8,SUV - SMALL,2.5,4.0,AV7,X,4.03,16.43,6.097560975609756,184.0,0.16651708420640168,0.625
1156,19,SUV - STANDARD,2.5,4.0,A8,X,4.672897196261682,19.047619047619047,7.09,362.0,0.11778104235512704,0.625
1162,17,SUV - SMALL,2.0,4.0,AS6,X,20.533880903490758,39.23662310808292,8.4530853761623,435.047924261256,1.0,0.5
1166,17,COMPACT,1.6,4.0,M6,X,5.35,5.16,5.2631578947368425,193.0,1.0,0.4
1169,8,MID-SIZE,2.5,4.0,M6,X,16.02,22.0,18.25,205.0,0.16651708420640168,0.625
1170,15,MID-SIZE,2.5,4.0,A8,Z,3.90625,14.084507042253522,5.780346820809249,212.0,0.2328061192239942,0.625
1172,13,SUBCOMPACT,3.5,6.0,AS8,Z,4.09,5.235602094240838,4.537205081669692,230.0,0.4616911152907516,0.5833333333333334
1175,12,SUV - SMALL,2.5,4.0,AV,X,5.74712643678161,15.65,8.032128514056225,197.0,0.22159697078984808,0.625
1185,6,SUV - SMALL,3.5,6.0,AS6,X,2.9061319383900033,8.83,4.163197335553705,233.0,0.34317101657882515,0.5833333333333334
1187,16,SUV - SMALL,2.4,4.0,A6,E,10.204081632653061,20.32520325203252,13.15,216.0,0.31251434751127427,0.6
1194,15,SUBCOMPACT,4.4,8.0,AS8,Z,6.613756613756614,4.47,5.4406964091403704,286.0,0.2328061192239942,0.55
1196,15,FULL-SIZE,6.6,12.0,AS8,Z,16.750418760469014,7.2150072150072155,10.504201680672269,375.0,0.2328061192239942,0.5499999999999999
1197,10,SUV - SMALL,2.3,4.0,AS6,X,20.08032128514056,6.983240223463687,10.881392818280741,213.0,0.13075557709860083,0.575
1208,4,SUV - SMALL,2.4,4.0,AV6,X,7.733952049497293,4.91,6.1462814996926864,210.0,0.10750999072159767,0.6
1210,14,SUV - SMALL,2.4,4.0,A9,X,4.470272686633884,8.97,5.773672055427252,243.0,0.014703742880091549,0.6
1211,17,MID-SIZE,2.5,4.0,AS6,X,7.874015748031496,8.18,8.012820512820513,210.0,1.0,0.625
1214,2,MID-SIZE,2.5,4.0,AS6,X,5.025125628140704,8.0,6.038647342995169,467.4520632655925,0.0,0.625
1219,14,SUV - SMALL,2.0,4.0,A8,X,7.142857142857143,9.25925925925926,8.0,248.0,0.014703742880091549,0.5
1221,9,MID-SIZE,3.5,6.0,AM7,Z,31.05590062111801,13.48,19.569471624266143,196.0,0.2613909546434631,0.5833333333333334
1228,16,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,3.6737692872887586,59.697493346480385,5.22466039707419,219.0,0.31251434751127427,0.5
1232,12,MID-SIZE,2.5,4.0,AV7,X,4.681647940074907,2.88,3.66,186.0,0.22159697078984808,0.625
1237,7,MID-SIZE,2.0,4.0,AS6,X,6.56,16.73,9.03,226.0,0.3722649650185522,0.5
1238,10,COMPACT,1.5,4.0,AV,X,6.666666666666667,28.73,10.19,170.0,0.13075557709860083,0.375
1240,19,MID-SIZE,3.6,6.0,A8,X,6.016847172081829,18.71,8.695652173913045,241.0,0.11778104235512704,0.6
1241,17,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,X,7.457121551081283,6.5659881812212735,7.027406886858749,228.0,1.0,0.5
1245,10,COMPACT,1.5,4.0,M5,X,15.313935681470138,59.16,22.97,176.0,0.13075557709860083,0.375
1248,20,SUV - STANDARD,2.4,4.0,AS8,Z,39.09538256413733,24.13,7.64,497.0,0.07969935719583567,0.6
1252,17,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,6.4935064935064934,62.9,10.869565217391305,232.0,1.0,0.625
1256,6,SUV - SMALL,2.4,4.0,AS8,X,5.39,4.878048780487806,5.14668039114771,222.0,0.34317101657882515,0.6
1264,14,SUV - SMALL,3.2,6.0,A9,X,4.854368932038835,41.79765393092815,5.790387955993052,258.0,0.014703742880091549,0.5333333333333333
1265,4,COMPACT,1.2,3.0,M5,X,13.97,11.38,12.67,168.0,0.10750999072159767,0.39999999999999997
1270,19,MID-SIZE,3.6,6.0,A8,X,2.343566908835247,33.5180961460735,3.24,260.0,0.11778104235512704,0.6
1272,17,SUV - SMALL,2.7,6.0,AS8,X,31.23,64.75460960711604,17.84,260.0,1.0,0.45
1274,2,COMPACT,2.0,4.0,M6,X,1.4322543683758238,15.174506828528074,2.41721053903795,141.0,0.0,0.5
1280,7,MID-SIZE,2.0,4.0,M6,X,3.134796238244514,26.315789473684212,5.194805194805195,153.0,0.3722649650185522,0.5
1281,14,SUV - SMALL,2.4,4.0,A6,X,6.19,8.051529790660226,6.906077348066298,264.0,0.014703742880091549,0.6
1284,5,COMPACT,2.0,4.0,AM7,X,3.5803795202291444,10.79,5.120327700972862,204.0,0.18105332461859827,0.5
1286,18,FULL-SIZE,3.6,6.0,AS6,X,42.19409282700422,10.493179433368311,17.857142857142858,272.0,0.40917622032231027,0.6
1290,16,FULL-SIZE,3.6,6.0,AS6,E,6.131207847946046,7.451564828614009,6.666666666666667,235.0,0.31251434751127427,0.6
1294,17,SUBCOMPACT,5.2,8.0,M6,Z,7.347538574577517,5.040322580645161,6.090133982947624,350.0,1.0,0.65
1297,21,TWO-SEATER,6.5,12.0,AM7,Z,3.4758428919012863,10.75268817204301,5.0,376.0,0.13738198416456834,0.5416666666666666
1298,15,FULL-SIZE,3.0,6.0,AS8,Z,38.85747005846556,4.361098996947231,5.5096418732782375,237.0,0.2328061192239942,0.5
1299,16,TWO-SEATER,6.2,8.0,AS6,Z,19.546342384131286,6.28,4.405286343612334,272.0,0.31251434751127427,0.775
1300,8,SUV - SMALL,2.5,4.0,M6,X,4.086636697997548,15.03,6.08,221.0,0.16651708420640168,0.625
1301,10,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,10.989010989010989,9.69,10.35,443.0,0.13075557709860083,0.7125
1302,15,SUV - SMALL,3.0,6.0,A6,Z,15.15151515151515,11.07,13.03780964797914,248.0,0.2328061192239942,0.5
1307,20,SUV - STANDARD,5.0,8.0,AS8,E,36.17,21.73913043478261,27.77777777777778,354.0,0.07969935719583567,0.625
1310,16,SUV - STANDARD,5.3,8.0,A6,X,3.54,33.70626791391111,24.133029225172923,330.0,0.31251434751127427,0.6625
1318,15,COMPACT,2.0,4.0,AS8,Z,6.443298969072165,7.6,6.915629322268326,502.7763572722855,0.2328061192239942,0.5
1321,17,SUBCOMPACT,3.5,6.0,AS10,X,6.46,12.15066828675577,8.183306055646481,289.0,1.0,0.5833333333333334
1323,17,FULL-SIZE,2.0,4.0,AV,X,28.587086094585967,16.95,5.555555555555555,125.0,1.0,0.5
1335,17,FULL-SIZE,2.0,4.0,AV,X,11.402508551881414,23.20185614849188,14.79,100.0,1.0,0.5
1336,12,MID-SIZE,1.6,4.0,M5,X,6.22,7.2992700729927,6.67,164.0,0.22159697078984808,0.4
1340,16,SUBCOMPACT,3.6,6.0,M6,X,2.837684449489217,11.750881316098708,4.31,279.0,0.31251434751127427,0.6
1341,19,FULL-SIZE,3.6,6.0,A5,X,29.27,16.778523489932887,21.73913043478261,277.0,0.11778104235512704,0.6
1346,6,SUV - SMALL,2.5,4.0,AS6,X,22.428998378558557,18.03,4.533091568449683,242.0,0.34317101657882515,0.625
1348,18,COMPACT,3.6,6.0,AS8,X,48.07692307692307,33.541617617053205,11.668611435239207,241.0,0.40917622032231027,0.6
1353,15,SUBCOMPACT,3.0,6.0,AS8,Z,42.40041129246397,10.857763300760043,6.896551724137931,219.0,0.2328061192239942,0.5
1355,5,COMPACT,1.4,4.0,AS8,X,14.662756598240469,31.746031746031747,19.342359767891683,157.0,0.18105332461859827,0.35
1360,2,TWO-SEATER,2.0,4.0,M6,Z,5.617977528089887,5.813953488372093,5.71,189.0,0.0,0.5
1362,15,SUBCOMPACT,3.0,6.0,AM7,Z,5.443658138268916,9.18,6.662225183211192,241.0,0.2328061192239942,0.5
1364,17,SUV - SMALL,3.5,6.0,AS6,X,7.380073800738007,8.156606851549755,7.692307692307692,246.0,1.0,0.5833333333333334
1368,17,FULL-SIZE,3.5,6.0,AS6,X,10.245901639344263,3.83,5.85,301.0,1.0,0.5833333333333334
1371,12,SUV - SMALL,3.5,6.0,AV,X,36.15250089579998,33.333333333333336,10.25,239.0,0.22159697078984808,0.5833333333333334
1374,13,MID-SIZE,4.6,8.0,AS8,Z,17.08,6.784260515603799,10.1010101010101,293.0,0.4616911152907516,0.575
1376,11,SUV - SMALL,2.0,4.0,AS8,Z,4.63,9.541984732824426,6.024096385542168,228.0,0.03366713263218451,0.5
1383,19,FULL-SIZE,3.6,6.0,A8,E,30.120481927710845,9.624639076034649,15.38,230.0,0.11778104235512704,0.6
1384,10,STATION WAGON - MID-SIZE,3.5,6.0,AV,X,27.00264868469641,12.626262626262626,6.743088334457181,148.0,0.13075557709860083,0.5833333333333334
1385,15,SUBCOMPACT,3.0,6.0,M6,Z,33.19152782721197,4.768717215069147,4.41306266548985,269.0,0.2328061192239942,0.5
1390,8,SUV - SMALL,2.5,4.0,M6,X,3.5803795202291444,5.23,4.17,222.0,0.16651708420640168,0.625
1392,1,STATION WAGON - SMALL,1.8,4.0,AV,X,5.53,34.48275862068966,8.88888888888889,96.0,0.3734598273946921,0.45
1394,7,COMPACT,1.6,4.0,AV,X,6.451612903225806,22.123893805309738,9.433962264150942,153.0,0.3722649650185522,0.4
1397,10,STATION WAGON - MID-SIZE,2.0,4.0,AV,X,5.18,33.67174567662695,4.697040864255519,152.0,0.13075557709860083,0.5
1399,1,SUV - SMALL,1.8,4.0,AV7,X,3.1635558367605188,11.764705882352942,4.716981132075472,172.0,0.3734598273946921,0.45
1407,16,TWO-SEATER,6.2,8.0,M7,Z,9.082652134423252,4.407227853680035,6.15,658.9861048934428,0.31251434751127427,0.775
1421,16,SUV - SMALL,1.5,4.0,A6,X,29.850746268656717,6.8259385665529,11.904761904761905,191.0,0.31251434751127427,0.375
1423,5,COMPACT,5.3,8.0,AS8,X,4.405286343612334,64.66052372319723,6.134969325153374,180.0,0.18105332461859827,0.6625
1425,16,VAN - PASSENGER,6.0,8.0,A6,X,6.915629322268326,4.32,5.443658138268916,397.0,0.31251434751127427,0.75
1426,21,TWO-SEATER,6.5,12.0,AM7,Z,4.86,4.15,24.979802180442146,409.0,0.13738198416456834,0.5416666666666666
1432,17,SUV - STANDARD,3.5,6.0,AS10,X,5.291005291005291,22.74526243737058,25.944182490609876,289.0,1.0,0.5833333333333334
1433,10,COMPACT,1.5,4.0,M5,X,28.202243704661143,8.976660682226212,6.329113924050633,175.0,0.13075557709860083,0.375
1434,18,FULL-SIZE,3.6,6.0,AS6,X,12.210012210012211,57.47126436781609,18.90359168241966,254.0,0.40917622032231027,0.6
1440,10,MID-SIZE,1.8,4.0,AV7,X,7.79423226812159,24.46286221137495,4.601932811780948,108.0,0.13075557709860083,0.45
1441,19,FULL-SIZE,5.7,8.0,A8,Z,5.319148936170213,3.23,4.118616144975288,382.0,0.11778104235512704,0.7125
1448,16,COMPACT,1.4,4.0,M6,X,13.333333333333334,8.15,10.37,173.0,0.31251434751127427,0.35
1452,15,SUV - STANDARD,5.3,8.0,AS8,Z,3.24,36.440060337960375,3.731343283582089,309.0,0.2328061192239942,0.6625
1456,16,SUV - SMALL,3.6,6.0,A6,X,11.25,12.12,11.627906976744187,318.0,0.31251434751127427,0.6
1461,18,SUV - STANDARD,3.6,6.0,AS6,X,4.043671653861707,13.88888888888889,5.938242280285036,294.0,0.40917622032231027,0.6
1462,15,SUBCOMPACT,3.0,6.0,AS8,Z,25.967703961589574,4.68384074941452,25.944182490609876,233.0,0.2328061192239942,0.5
1463,15,SUBCOMPACT,2.0,4.0,M6,Z,3.9,7.82,5.0352467270896275,209.0,0.2328061192239942,0.5
1464,17,SUV - STANDARD,3.5,6.0,AS10,X,5.08,14.492753623188404,7.194244604316547,328.0,1.0,0.5833333333333334
1465,2,COMPACT,2.0,4.0,AS6,X,5.9523809523809526,9.16,7.057163020465773,163.0,0.0,0.5
1466,5,SUV - STANDARD,3.6,6.0,AS8,X,3.1298904538341157,8.32639467110741,4.35,300.0,0.18105332461859827,0.6
1467,14,SUV - SMALL,3.6,6.0,M6,X,3.4626038781163437,7.13,4.51,302.0,0.014703742880091549,0.6
1471,15,COMPACT,4.4,8.0,A8,Z,19.762845849802375,12.738853503184714,15.84,295.0,0.2328061192239942,0.55
1472,2,COMPACT,2.0,4.0,M6,X,11.273957158962798,36.63003663003663,16.38,111.0,0.0,0.5
1473,10,MID-SIZE,1.8,4.0,AV,X,6.134969325153374,22.624434389140273,9.132420091324201,110.0,0.13075557709860083,0.45
1474,18,SUV - SMALL,2.0,4.0,AS9,Z,3.2,4.319654427645789,20.040293274705,207.0,0.40917622032231027,0.5
1476,8,SUV - SMALL,2.0,4.0,AV8,Z,7.88,24.20359363811202,5.793742757821552,228.0,0.16651708420640168,0.5
1484,16,SUV - STANDARD,5.3,8.0,A6,E,43.95405727586538,45.13770281004565,6.451612903225806,312.0,0.31251434751127427,0.6625
1485,16,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,8.116883116883116,5.955926146515783,6.978367062107467,288.0,0.31251434751127427,0.7166666666666667
1486,14,SUV - SMALL,3.5,6.0,A9,X,26.83,55.11206024756643,11.627906976744185,233.0,0.014703742880091549,0.5833333333333334
1487,6,FULL-SIZE,2.5,4.0,AS8,X,10.91703056768559,25.77319587628866,14.73,204.0,0.34317101657882515,0.625
1489,10,SUV - SMALL,2.5,4.0,AS8,X,14.547776026395034,7.849293563579278,2.785515320334262,193.0,0.13075557709860083,0.625
1495,5,COMPACT,1.4,4.0,AS8,X,32.25806451612903,47.93704061513082,10.869565217391305,158.0,0.18105332461859827,0.35
1497,1,MID-SIZE,3.5,6.0,M6,X,9.487666034155598,33.558753241470484,6.06,262.0,0.3734598273946921,0.5833333333333334
1499,1,FULL-SIZE,1.6,4.0,M6,X,6.024096385542169,55.2250526827229,6.41025641025641,199.0,0.3734598273946921,0.4
1501,10,COMPACT,1.8,4.0,AV,X,9.09090909090909,29.77818226030109,6.939625260235947,168.0,0.13075557709860083,0.45
1503,17,SUV - STANDARD,3.5,6.0,AS10,X,3.35,6.891798759476224,4.36,287.0,1.0,0.5833333333333334
1512,11,SUV - SMALL,2.5,5.0,AS6,X,6.277463904582548,43.47826086956522,10.204081632653061,252.0,0.03366713263218451,0.5
1514,7,STATION WAGON - SMALL,2.0,4.0,AS6,X,4.524886877828054,6.802721088435375,5.319148936170213,208.0,0.3722649650185522,0.5
1515,18,FULL-SIZE,3.6,6.0,AS6,X,7.692307692307692,49.504950495049506,12.422360248447204,283.0,0.40917622032231027,0.6
1525,15,SUV - SMALL,3.0,6.0,AS8,Z,5.3792361484669176,44.349530798913015,5.46,250.0,0.2328061192239942,0.5
1528,15,MID-SIZE,4.4,8.0,M6,Z,3.5855145213338115,21.73913043478261,5.737234652897303,307.0,0.2328061192239942,0.55
1534,7,STATION WAGON - SMALL,1.6,4.0,AM7,X,6.8728522336769755,9.433962264150942,7.82,184.0,0.3722649650185522,0.4
1535,15,COMPACT,3.0,6.0,M6,Z,4.48,48.309178743961354,7.575757575757576,276.0,0.2328061192239942,0.5
1536,17,SUV - SMALL,2.0,4.0,A8,X,47.84267197271123,25.510204081632654,12.315270935960593,230.0,1.0,0.5
1538,11,COMPACT,2.0,4.0,AS8,Z,18.9,9.25925925925926,12.836970474967908,195.0,0.03366713263218451,0.5
1539,17,SUV - SMALL,2.0,4.0,A6,X,11.750881316098708,11.235955056179774,11.507479861910243,218.0,1.0,0.5
1540,9,COMPACT,2.4,4.0,AS5,Z,5.92,4.8,5.353319057815846,211.0,0.2613909546434631,0.6
1557,12,COMPACT,6.2,8.0,A4,X,6.26,12.484394506866417,8.064516129032258,149.0,0.22159697078984808,0.775
1564,5,COMPACT,1.8,4.0,M5,X,3.5971223021582737,4.118616144975288,3.81,187.0,0.18105332461859827,0.45
1565,2,MID-SIZE,2.5,4.0,AS6,X,5.151983513652756,6.0,5.5,180.0,0.0,0.625
1570,19,FULL-SIZE,3.6,6.0,A5,E,40.62078043874963,4.310344827586207,26.06178984550838,285.0,0.11778104235512704,0.6
1573,17,SUBCOMPACT,2.3,4.0,M6,X,5.154639175257732,56.17977528089887,8.695652173913045,224.0,1.0,0.575
1574,1,SUV - SMALL,3.5,6.0,AS9,X,7.64,5.376344086021505,6.430868167202572,251.0,0.3734598273946921,0.5833333333333334
1595,15,SUBCOMPACT,2.0,4.0,AS8,Z,16.94,57.0160456547945,13.14,214.0,0.2328061192239942,0.5
1596,13,MID-SIZE,4.6,8.0,AS8,Z,3.831417624521073,21.14164904862579,6.064281382656156,533.4020304221123,0.4616911152907516,0.575
1598,15,SUBCOMPACT,3.0,6.0,AS8,Z,28.022123918803636,7.24112961622013,4.57,231.0,0.2328061192239942,0.5
1608,15,SUV - STANDARD,3.5,6.0,AS8,Z,6.48,23.262734798923997,5.21,255.0,0.2328061192239942,0.5833333333333334
1610,15,COMPACT,3.0,6.0,M6,Z,4.0241448692152915,40.338299350858456,4.430660168365086,222.0,0.2328061192239942,0.5
1611,12,MID-SIZE,2.0,4.0,AV,X,40.0,10.35,17.41,164.0,0.22159697078984808,0.5
1615,8,STATION WAGON - SMALL,2.0,4.0,M5,X,5.032712632108706,6.868131868131868,5.72,205.0,0.16651708420640168,0.5
1625,19,TWO-SEATER,8.4,10.0,M6,Z,44.4907713428586,20.36659877800407,8.285004142502071,357.0,0.11778104235512704,0.8400000000000001
1626,16,MID-SIZE,1.4,4.0,M6,X,7.53,8.4530853761623,7.92,195.0,0.31251434751127427,0.35
1630,7,MID-SIZE,2.0,4.0,AS6,X,10.764262648008613,67.851957311458,9.62,158.0,0.3722649650185522,0.5
1632,8,STATION WAGON - SMALL,2.0,4.0,AV7,X,13.92757660167131,43.290043290043286,20.04,178.0,0.16651708420640168,0.5
1636,1,FULL-SIZE,2.0,4.0,M6,Z,5.17,6.024096385542169,5.53,226.0,0.3734598273946921,0.5
1640,9,SUV - SMALL,3.5,6.0,AS6,Z,12.004801920768307,51.722287192872436,8.68,246.0,0.2613909546434631,0.5833333333333334
1641,12,MID-SIZE,1.6,4.0,M5,X,11.627906976744185,8.14995925020375,9.77,167.0,0.22159697078984808,0.4
1646,18,COMPACT,2.7,4.0,AS10,Z,20.19,9.057971014492754,13.0,240.0,0.40917622032231027,0.675
1647,14,SUV - SMALL,3.2,6.0,A9,X,5.53,34.72222222222222,8.896797153024911,253.0,0.014703742880091549,0.5333333333333333
1651,4,COMPACT,2.4,4.0,M5,X,8.46740050804403,20.71,11.53,218.0,0.10750999072159767,0.6
1656,17,SUBCOMPACT,2.3,4.0,AS6,X,3.81,8.271298593879239,5.025125628140704,204.0,1.0,0.575
1658,17,SUV - SMALL,1.5,3.0,A8,X,26.43813338118359,39.37007874015748,7.898894154818326,182.0,1.0,0.5
